id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
467,Steven,White,tmartin@example.net,758.271.9733x565,2017-11-24,Operations Manager,Operations,93048,41.0,"{'street': '27688 Simpson Underpass', 'city': 'East Davidhaven', 'state': 'NE', 'zip': '95211', 'country': 'USA'}","['Python', 'Scala', 'Spark', 'SQL']"
468,Steve,Lee,padillagerald@example.com,633-449-3693x82184,2019-05-21,Financial Analyst,Finance,94472,41.0,"{'street': '58507 Brian Expressway Suite 927', 'city': 'South Audreyport', 'state': 'PW', 'zip': '33599', 'country': 'USA'}","['Excel', 'Kubernetes', 'Azure']"
469,Natalie,Walton,michael39@example.net,439-536-3889x76947,2016-11-10,Content Creator,Marketing,102020,41.0,"{'street': '7814 Heidi Mall', 'city': 'North Nathan', 'state': 'SD', 'zip': '02908', 'country': 'USA'}","['Tableau', 'SQL', 'AWS', 'Scala']"
470,Amy,Bell,uyoung@example.net,717-828-9499,2017-09-29,HR Director,HR,90315,5.0,"{'street': '40982 Molly Ramp', 'city': 'North Danielfurt', 'state': 'OR', 'zip': '90788', 'country': 'USA'}","['Azure', 'Java', 'Tableau']"
471,Ann,Parsons,dbutler@example.com,781.912.0941,2017-02-02,Project Manager,Operations,87686,2.0,"{'street': '469 Joel Pines', 'city': 'New Kayla', 'state': 'PA', 'zip': '28888', 'country': 'USA'}","['PowerBI', 'R', 'Excel', 'Scala']"
472,Daniel,Smith,erhodes@example.net,686.489.4941x64521,2015-09-03,Operations Analyst,Operations,85036,11.0,"{'street': '4896 Brooks Orchard', 'city': 'North James', 'state': 'WY', 'zip': '74020', 'country': 'USA'}","['AWS', 'R', 'GCP', 'PowerBI', 'Kubernetes']"
473,Alexis,Williams,mikedaniel@example.org,822.987.5025x870,2017-05-20,Software Engineer,Engineering,117338,41.0,"{'street': '8278 Michael Parkways Apt. 975', 'city': 'Lake Veronicafurt', 'state': 'ID', 'zip': '75499', 'country': 'USA'}","['Hadoop', 'Tableau', 'Scala', 'Spark']"
474,Heather,Williams,mwebb@example.com,(891)972-7749x52850,2018-11-30,DevOps Engineer,Engineering,101734,15.0,"{'street': '209 Zachary Stream Suite 106', 'city': 'Tylerburgh', 'state': 'CO', 'zip': '93600', 'country': 'USA'}","['Excel', 'Python']"
475,Julia,Collins,ramseyconnie@example.com,854-483-1464x786,2022-04-18,System Administrator,IT,87563,30.0,"{'street': '82264 Gloria Corner', 'city': 'West Anthonyview', 'state': 'PR', 'zip': '43802', 'country': 'USA'}","['AWS', 'Tableau', 'Hadoop', 'Spark']"
476,Matthew,Adkins,bnash@example.org,(621)242-7644x664,2022-06-23,Account Executive,Sales,89815,34.0,"{'street': '522 Roberts Route Apt. 467', 'city': 'Smalltown', 'state': 'CT', 'zip': '71235', 'country': 'USA'}","['Python', 'Azure', 'PowerBI', 'Scala']"
477,Mark,Fowler,nmcconnell@example.org,696-501-8001x8849,2017-01-14,Sales Representative,Sales,98736,21.0,"{'street': '0513 Taylor Ports', 'city': 'Coxside', 'state': 'CA', 'zip': '75470', 'country': 'USA'}","['GCP', 'Scala', 'Python', 'Excel']"
478,Michelle,Waller,lisa85@example.net,520-862-0382x330,2017-01-18,IT Support,IT,112180,48.0,"{'street': '54153 Briggs Mountains', 'city': 'North Robertmouth', 'state': 'WY', 'zip': '79936', 'country': 'USA'}","['Excel', 'PowerBI']"
479,Denise,Hammond,crystalmoss@example.org,001-415-902-7554x76015,2017-11-15,Sales Representative,Sales,93866,4.0,"{'street': '869 Gibson Road Suite 178', 'city': 'Ashleyton', 'state': 'WI', 'zip': '17086', 'country': 'USA'}","['Hadoop', 'Tableau']"
480,Bruce,Deleon,nshelton@example.org,001-829-443-8593x6640,2018-12-08,Recruiter,HR,87895,46.0,"{'street': '935 Mark Shoal', 'city': 'New Nicolefort', 'state': 'PW', 'zip': '15886', 'country': 'USA'}","['PowerBI', 'GCP', 'R', 'Azure']"
481,Glenn,Hicks,wileymichael@example.com,294.666.5353x5766,2017-02-11,Recruiter,HR,84152,6.0,"{'street': '7211 Hayes Fields', 'city': 'Shawnland', 'state': 'NV', 'zip': '83800', 'country': 'USA'}","['Tableau', 'AWS', 'SQL']"
482,Alicia,Wright,ronald47@example.org,(455)925-4679,2022-12-29,Accountant,Finance,99888,44.0,"{'street': '00259 Harrison Pine', 'city': 'West Michael', 'state': 'MS', 'zip': '64476', 'country': 'USA'}","['Kubernetes', 'Tableau', 'SQL', 'Spark', 'Scala']"
483,William,Benson,thomasjennifer@example.org,243.379.7172x941,2023-05-23,Business Development,Sales,89653,50.0,"{'street': '8531 Collins Greens', 'city': 'Tiffanyview', 'state': 'MO', 'zip': '33257', 'country': 'USA'}","['Spark', 'Docker', 'Excel', 'AWS', 'Scala']"
484,Anna,Cantrell,alewis@example.net,+1-405-928-2458x7259,2020-07-19,Software Engineer,Engineering,107990,18.0,"{'street': '2995 Jon Forest Suite 966', 'city': 'North Leslieburgh', 'state': 'MP', 'zip': '86445', 'country': 'USA'}","['SQL', 'Hadoop', 'Tableau', 'PowerBI']"
485,Patricia,Johnson,bguerrero@example.com,400.537.2390x8316,2018-01-20,QA Engineer,Engineering,99164,19.0,"{'street': '4220 Martinez Point Apt. 385', 'city': 'New David', 'state': 'AS', 'zip': '84095', 'country': 'USA'}","['Azure', 'Python']"
486,Daniel,Dominguez,kayleejohnson@example.com,861-950-0709,2021-11-15,DevOps Engineer,Engineering,107924,14.0,"{'street': '455 Sparks Mission', 'city': 'Mcleanbury', 'state': 'WI', 'zip': '61707', 'country': 'USA'}","['Excel', 'Java']"
487,Edward,Hunt,pmendoza@example.com,(551)623-2326,2016-12-21,Auditor,Finance,107970,30.0,"{'street': '21844 Courtney Pine Suite 623', 'city': 'Whiteburgh', 'state': 'MI', 'zip': '39607', 'country': 'USA'}","['GCP', 'Python', 'Hadoop', 'PowerBI']"
488,Kevin,Smith,sbarrett@example.com,430-432-1771,2023-06-13,QA Engineer,Engineering,95129,15.0,"{'street': '9230 Reyes Summit', 'city': 'East Brandonbury', 'state': 'FL', 'zip': '83522', 'country': 'USA'}","['Python', 'GCP', 'Spark']"
489,Sara,Mcpherson,laurajohnson@example.com,8386391768,2023-01-11,Sales Representative,Sales,92338,23.0,"{'street': '47491 Nicholas Estate Suite 269', 'city': 'Angelaview', 'state': 'IN', 'zip': '56368', 'country': 'USA'}","['Java', 'Docker', 'PowerBI']"
490,Jason,Skinner,nicholas59@example.org,001-416-704-6628x355,2019-12-04,HR Manager,HR,73602,17.0,"{'street': '706 Christopher Plain Apt. 068', 'city': 'Christinamouth', 'state': 'WV', 'zip': '57909', 'country': 'USA'}","['Excel', 'Azure', 'Spark', 'PowerBI', 'AWS']"
491,Lisa,Cox,william07@example.net,356-384-8441x339,2018-08-19,Auditor,Finance,94555,31.0,"{'street': '911 Arthur Summit Apt. 165', 'city': 'South Kellyview', 'state': 'OH', 'zip': '15409', 'country': 'USA'}","['Tableau', 'SQL', 'R', 'GCP', 'Azure']"
492,Traci,Blackburn,christinawheeler@example.net,5929543354,2023-04-21,Network Engineer,IT,95733,41.0,"{'street': '950 Tamara Isle', 'city': 'West Melissaberg', 'state': 'NV', 'zip': '42999', 'country': 'USA'}","['Scala', 'Java', 'Docker']"
493,Lance,Walker,kurt82@example.com,445.433.6381,2024-05-23,Operations Manager,Operations,78431,29.0,"{'street': '54365 Phillips Plain', 'city': 'West Julieville', 'state': 'KS', 'zip': '74538', 'country': 'USA'}","['R', 'Python']"
494,Angela,Brown,jakeburgess@example.org,001-222-668-7157,2017-06-03,IT Manager,IT,106227,7.0,"{'street': '7785 Felicia Causeway', 'city': 'Jonathanstad', 'state': 'NY', 'zip': '43475', 'country': 'USA'}","['Tableau', 'Docker', 'PowerBI', 'Spark']"
495,Michael,Moore,carrilloveronica@example.org,+1-815-473-3313,2024-11-01,HR Director,HR,68702,28.0,"{'street': '44308 Bridges Hollow Suite 483', 'city': 'Brianmouth', 'state': 'AS', 'zip': '39136', 'country': 'USA'}","['Tableau', 'PowerBI', 'GCP', 'Scala', 'Kubernetes']"
496,Dominic,Clarke,michaelward@example.org,001-801-629-6681x600,2018-07-23,Technical Support,Customer Support,70716,15.0,"{'street': '034 Jeffrey Hills', 'city': 'New Teresaburgh', 'state': 'ND', 'zip': '23269', 'country': 'USA'}","['Tableau', 'Spark']"
497,Kelly,Mcknight,joshua32@example.org,969.605.7224x01133,2019-11-09,Marketing Manager,Marketing,95937,48.0,"{'street': '379 Ryan Drive Suite 298', 'city': 'Youngport', 'state': 'UT', 'zip': '37358', 'country': 'USA'}","['Azure', 'Scala']"
498,Cynthia,Ray,vhenderson@example.net,928.267.4812x396,2022-09-19,Marketing Specialist,Marketing,75919,40.0,"{'street': '4982 Arnold Station Suite 102', 'city': 'Garcialand', 'state': 'NJ', 'zip': '20444', 'country': 'USA'}","['SQL', 'Docker', 'Excel', 'Kubernetes']"
499,Christine,Rodriguez,wilsonbradley@example.org,+1-571-481-2009x750,2015-09-10,Operations Manager,Operations,102211,9.0,"{'street': '8583 Marshall Rest Suite 845', 'city': 'South Danielfurt', 'state': 'KY', 'zip': '83517', 'country': 'USA'}","['GCP', 'Python', 'Excel', 'Scala']"
500,Stephen,Jones,davidedwards@example.net,+1-946-490-6490,2019-11-04,Project Manager,Operations,90347,39.0,"{'street': '83055 Benjamin Camp', 'city': 'Port Andreafurt', 'state': 'IA', 'zip': '06865', 'country': 'USA'}","['Kubernetes', 'Java', 'Scala']"
501,Jacob,Thomas,fescobar@example.com,558.519.3396x315,2017-04-17,Business Development,Sales,92636,47.0,"{'street': '43837 Wilcox Heights Apt. 513', 'city': 'South Gordon', 'state': 'KY', 'zip': '95928', 'country': 'USA'}","['Azure', 'Scala']"
502,Derek,Rowland,shermanmary@example.com,001-661-503-4184x974,2021-01-07,Controller,Finance,98836,22.0,"{'street': '8503 Chloe Manor Suite 271', 'city': 'Clintonfurt', 'state': 'WI', 'zip': '37254', 'country': 'USA'}","['Excel', 'PowerBI', 'Python', 'Hadoop']"
503,Erin,Berg,brianpierce@example.org,+1-242-916-1741x38909,2016-03-27,IT Support,IT,123115,41.0,"{'street': '75363 Atkins Shore', 'city': 'Coopermouth', 'state': 'ID', 'zip': '14464', 'country': 'USA'}","['Python', 'SQL']"
504,April,Benson,johnsondavid@example.org,001-999-992-7615x48784,2023-09-23,Business Development,Sales,87477,23.0,"{'street': '178 Flynn Mountain', 'city': 'Daviston', 'state': 'VA', 'zip': '61720', 'country': 'USA'}","['Spark', 'Java', 'Azure', 'SQL', 'Kubernetes']"
505,Natalie,Mitchell,wallsandrea@example.com,001-271-617-6222,2025-02-22,Security Specialist,IT,90346,21.0,"{'street': '0025 Powell Loop', 'city': 'South John', 'state': 'OR', 'zip': '22178', 'country': 'USA'}","['Java', 'PowerBI', 'AWS']"
506,Beth,Best,stewartjennifer@example.net,915.877.9039,2018-05-29,Network Engineer,IT,114472,35.0,"{'street': '9005 Melinda Rest', 'city': 'Lake Sonya', 'state': 'DC', 'zip': '47576', 'country': 'USA'}","['R', 'Azure']"
507,Mike,Hayes,bjames@example.net,+1-535-465-4270x3944,2024-01-14,Network Engineer,IT,98873,40.0,"{'street': '0457 Holly Fields Apt. 159', 'city': 'Davisport', 'state': 'NM', 'zip': '84537', 'country': 'USA'}","['PowerBI', 'Excel', 'Kubernetes']"
508,Luke,Fernandez,haroldcurtis@example.com,958.724.2411x514,2020-06-19,System Administrator,IT,110119,40.0,"{'street': '149 Klein Alley', 'city': 'Dianamouth', 'state': 'VA', 'zip': '20296', 'country': 'USA'}","['R', 'Azure']"
509,Steven,Everett,elizabeth00@example.com,2418094942,2017-12-17,Sales Analyst,Sales,89702,49.0,"{'street': '5893 Jenna Plaza', 'city': 'East Michaelport', 'state': 'UT', 'zip': '43297', 'country': 'USA'}","['Python', 'Tableau']"
510,Michael,Garcia,ocollins@example.org,8968151893,2015-11-25,Engineering Manager,Engineering,121503,6.0,"{'street': '6723 Wilson Burg Suite 781', 'city': 'West Katelynborough', 'state': 'FM', 'zip': '17803', 'country': 'USA'}","['Tableau', 'Docker', 'GCP']"
511,Madison,Castillo,sarajones@example.org,+1-961-254-0054x485,2024-11-07,Controller,Finance,93672,27.0,"{'street': '1038 Martinez Extensions Suite 984', 'city': 'Valerieton', 'state': 'PA', 'zip': '73548', 'country': 'USA'}","['Hadoop', 'SQL', 'Java', 'Excel']"
512,Angela,Miller,peter54@example.com,7723624540,2017-08-20,HR Director,HR,89257,42.0,"{'street': '93059 Thomas Hill Apt. 532', 'city': 'West Michaelbury', 'state': 'WY', 'zip': '63584', 'country': 'USA'}","['Spark', 'Excel']"
513,William,Adams,alvinmoreno@example.org,822-509-3158x745,2025-04-16,Accountant,Finance,81451,15.0,"{'street': '73337 White Brook Suite 009', 'city': 'South Christinaville', 'state': 'PA', 'zip': '67787', 'country': 'USA'}","['Azure', 'R', 'SQL', 'Docker', 'Excel']"
514,Lisa,Walter,leah97@example.org,+1-564-399-0783x671,2018-11-11,Operations Manager,Operations,84073,37.0,"{'street': '6526 Vanessa Springs Apt. 459', 'city': 'New Sharonview', 'state': 'IA', 'zip': '82479', 'country': 'USA'}","['Kubernetes', 'AWS', 'SQL', 'PowerBI']"
515,Michael,Rowland,dwilson@example.net,001-646-883-9599x146,2024-10-30,System Administrator,IT,91652,27.0,"{'street': '03238 Kelly Way', 'city': 'Maryshire', 'state': 'MS', 'zip': '44132', 'country': 'USA'}","['Azure', 'Spark', 'Docker']"
516,Craig,James,dominique33@example.com,+1-884-585-6222x0632,2018-11-08,Talent Acquisition,HR,77973,18.0,"{'street': '46274 Thomas Plains', 'city': 'West Kylemouth', 'state': 'FM', 'zip': '96589', 'country': 'USA'}","['PowerBI', 'Docker', 'Hadoop', 'SQL', 'Java']"
517,Russell,Arnold,rshelton@example.com,724-859-4000x8720,2020-09-05,Content Creator,Marketing,91836,5.0,"{'street': '2297 Steven Port', 'city': 'Maldonadomouth', 'state': 'KS', 'zip': '11541', 'country': 'USA'}","['PowerBI', 'Kubernetes', 'Python', 'Excel', 'Azure']"
518,Julie,Williams,coxlori@example.net,+1-366-706-3685x85541,2017-04-23,COO,Operations,81824,3.0,"{'street': '6550 Brown Street', 'city': 'Smithville', 'state': 'SD', 'zip': '91714', 'country': 'USA'}","['Hadoop', 'Excel']"
519,Lisa,Simpson,lovemichael@example.org,725-510-1185,2024-11-04,Talent Acquisition,HR,66486,13.0,"{'street': '210 Lambert Cove', 'city': 'North Kristi', 'state': 'WA', 'zip': '43842', 'country': 'USA'}","['Scala', 'Excel']"
520,Katherine,Vang,phillipsadam@example.net,403.299.4067x2083,2018-02-23,Sales Analyst,Sales,104777,10.0,"{'street': '610 Jennifer Radial Apt. 346', 'city': 'Karenview', 'state': 'NV', 'zip': '60135', 'country': 'USA'}","['PowerBI', 'Scala', 'Java', 'AWS', 'Python']"
521,Maureen,Garrett,lewispatrick@example.com,(536)332-4316,2016-02-11,DevOps Engineer,Engineering,125280,19.0,"{'street': '956 Giles Plaza', 'city': 'Stevenborough', 'state': 'MH', 'zip': '93215', 'country': 'USA'}","['Excel', 'SQL', 'PowerBI', 'Azure']"
522,Aaron,Cunningham,mark74@example.org,+1-409-646-6606,2017-01-18,Business Development,Sales,96324,35.0,"{'street': '267 Alicia Orchard Suite 868', 'city': 'Johnside', 'state': 'GU', 'zip': '22784', 'country': 'USA'}","['PowerBI', 'Hadoop']"
523,Timothy,Webb,hawkinsbrian@example.net,271.771.4790,2019-11-16,Sales Manager,Sales,101411,44.0,"{'street': '661 Tracy Lodge Apt. 866', 'city': 'Martinezbury', 'state': 'MS', 'zip': '27156', 'country': 'USA'}","['GCP', 'AWS', 'Python', 'Docker', 'Excel']"
524,Tyler,Brooks,jamesjohnson@example.net,+1-849-327-9522x5852,2024-08-21,System Administrator,IT,93011,30.0,"{'street': '204 Kevin Trail', 'city': 'Nicoleshire', 'state': 'MI', 'zip': '61989', 'country': 'USA'}","['R', 'Hadoop', 'Java', 'Scala', 'AWS']"
525,Brandon,Williams,victorsmith@example.com,918-585-2188x795,2020-06-08,HR Coordinator,HR,72358,50.0,"{'street': '135 Henderson Turnpike Suite 380', 'city': 'Nelsonberg', 'state': 'RI', 'zip': '47132', 'country': 'USA'}","['SQL', 'Azure', 'AWS', 'Excel', 'Hadoop']"
526,Bryce,Farmer,tonyhayes@example.com,(410)606-6129,2016-01-17,Business Development,Sales,101849,39.0,"{'street': '1181 Steven Coves', 'city': 'Kevinborough', 'state': 'FL', 'zip': '99225', 'country': 'USA'}","['Java', 'Kubernetes']"
527,Shelia,Ortega,dustinwheeler@example.org,001-748-807-1128x6269,2022-05-30,Account Executive,Sales,86915,7.0,"{'street': '192 Victoria Points', 'city': 'Port Susanville', 'state': 'RI', 'zip': '42768', 'country': 'USA'}","['Python', 'Scala', 'Azure', 'Spark']"
528,Kimberly,Waller,walkercharles@example.net,(656)247-4065x230,2023-11-13,Brand Strategist,Marketing,85558,21.0,"{'street': '320 Richardson Corner Apt. 382', 'city': 'Rodriguezhaven', 'state': 'IN', 'zip': '67769', 'country': 'USA'}","['AWS', 'SQL', 'Spark', 'PowerBI']"
529,Melissa,Montoya,ashleyyang@example.org,772.237.8792,2022-01-26,HR Manager,HR,84481,19.0,"{'street': '8522 Roberts Gardens', 'city': 'Jamesland', 'state': 'OR', 'zip': '71957', 'country': 'USA'}","['Scala', 'Python', 'Excel', 'Docker']"
530,Robert,Ellis,michelle54@example.com,(752)981-8991x23317,2016-03-24,Finance Manager,Finance,99028,35.0,"{'street': '065 Brooke Dale Suite 249', 'city': 'Ronaldtown', 'state': 'NY', 'zip': '68016', 'country': 'USA'}","['R', 'Spark', 'Kubernetes', 'Scala']"
531,Rachel,Blackwell,debbieschwartz@example.org,611-330-1487x2712,2017-05-09,Brand Strategist,Marketing,97876,22.0,"{'street': '297 Mitchell Shoal Suite 535', 'city': 'East Jasonport', 'state': 'KS', 'zip': '59450', 'country': 'USA'}","['R', 'Azure']"
532,Nicole,Romero,jamespittman@example.net,(290)846-7902x87969,2016-10-19,Support Manager,Customer Support,89513,25.0,"{'street': '82203 Daniel Springs Apt. 995', 'city': 'New Kathrynmouth', 'state': 'SD', 'zip': '76012', 'country': 'USA'}","['Hadoop', 'Java', 'Scala', 'Kubernetes', 'GCP']"
533,Joseph,Ramos,willie62@example.org,+1-490-302-1654x305,2016-01-08,Business Analyst,Operations,99595,32.0,"{'street': '0813 Gary Prairie Suite 071', 'city': 'West Stacey', 'state': 'CA', 'zip': '47394', 'country': 'USA'}","['AWS', 'Scala']"
534,Gregory,Christensen,sanchezdestiny@example.org,+1-442-728-7812,2024-12-21,Business Development,Sales,77348,15.0,"{'street': '969 Anderson Via', 'city': 'South Michaelchester', 'state': 'ID', 'zip': '70139', 'country': 'USA'}","['Java', 'SQL']"
535,Matthew,Orozco,michaelpitts@example.net,001-375-438-7822x2142,2020-06-02,Project Manager,Operations,78749,41.0,"{'street': '23969 Wolfe Skyway Suite 830', 'city': 'Port Evan', 'state': 'MH', 'zip': '26198', 'country': 'USA'}","['Azure', 'Tableau', 'Docker']"
536,Jennifer,Sims,smithshelly@example.org,001-444-719-0470x8357,2016-07-31,HR Coordinator,HR,90999,4.0,"{'street': '5765 Lutz Green', 'city': 'Mortonview', 'state': 'NE', 'zip': '40067', 'country': 'USA'}","['Kubernetes', 'Azure', 'Java', 'Spark', 'Python']"
537,Jason,Peterson,lisarobinson@example.net,358-654-3070x267,2018-12-11,Operations Manager,Operations,78622,18.0,"{'street': '1810 Mason Islands', 'city': 'Lucaschester', 'state': 'KY', 'zip': '00895', 'country': 'USA'}","['Hadoop', 'Azure']"
538,Jeffrey,Cox,samantha56@example.net,800.715.3009x8148,2021-08-05,Marketing Manager,Marketing,89831,24.0,"{'street': '675 Gutierrez Stream Suite 965', 'city': 'Taramouth', 'state': 'NH', 'zip': '61094', 'country': 'USA'}","['Java', 'Docker', 'GCP']"
539,Jared,Neal,james60@example.com,001-545-895-3938x641,2021-10-13,Support Agent,Customer Support,66875,3.0,"{'street': '533 Anderson Crescent', 'city': 'North Heidiburgh', 'state': 'CT', 'zip': '43184', 'country': 'USA'}","['Tableau', 'Java', 'Spark']"
540,Brandon,Collins,brennannathaniel@example.org,617-992-8584,2023-01-09,Talent Acquisition,HR,68151,39.0,"{'street': '99227 Kathleen Well Apt. 688', 'city': 'Lake Katherine', 'state': 'VT', 'zip': '42402', 'country': 'USA'}","['Azure', 'Docker']"
541,Travis,Reynolds,stephen55@example.com,8873184995,2018-10-20,SEO Specialist,Marketing,95621,50.0,"{'street': '6494 Calhoun Burgs Suite 422', 'city': 'Kelleyburgh', 'state': 'DE', 'zip': '17074', 'country': 'USA'}","['Tableau', 'Kubernetes', 'Excel']"
542,Amber,Brown,mariabarker@example.com,674-437-8502x57435,2018-03-18,Software Engineer,Engineering,113717,23.0,"{'street': '7329 Deborah Inlet Suite 208', 'city': 'New Ralphland', 'state': 'CO', 'zip': '84773', 'country': 'USA'}","['Hadoop', 'PowerBI', 'Java', 'Azure', 'Spark']"
543,Heather,Foster,holly65@example.net,561-826-8476x261,2019-12-15,Sales Representative,Sales,88787,25.0,"{'street': '605 King Wall', 'city': 'Lisamouth', 'state': 'VA', 'zip': '38680', 'country': 'USA'}","['GCP', 'R', 'Spark']"
544,Leah,Vazquez,xguzman@example.org,001-760-743-6044x1260,2018-04-22,Software Engineer,Engineering,112362,6.0,"{'street': '18372 Andrade Passage', 'city': 'Lake Dianeton', 'state': 'MN', 'zip': '00740', 'country': 'USA'}","['Kubernetes', 'SQL', 'GCP', 'Azure', 'AWS']"
545,Misty,West,kramerchristine@example.net,+1-764-905-0803x8687,2016-03-31,Operations Manager,Operations,86021,45.0,"{'street': '1568 Walsh Burgs Suite 081', 'city': 'Sotostad', 'state': 'IL', 'zip': '75606', 'country': 'USA'}","['Spark', 'SQL']"
546,Bradley,Adams,josephgriffith@example.org,001-471-634-4628x982,2024-05-20,Software Engineer,Engineering,101892,25.0,"{'street': '3568 Michael Square Apt. 374', 'city': 'Nancymouth', 'state': 'MN', 'zip': '74611', 'country': 'USA'}","['AWS', 'Hadoop', 'Azure']"
547,Samantha,Scott,michael90@example.org,001-289-773-4999x8807,2015-09-04,Operations Manager,Operations,83915,47.0,"{'street': '54369 Joseph Course', 'city': 'Lake Marc', 'state': 'IA', 'zip': '79915', 'country': 'USA'}","['Azure', 'R', 'PowerBI']"
548,David,Clarke,shawjeffrey@example.com,8646777964,2022-10-01,Content Creator,Marketing,84789,37.0,"{'street': '8359 Herrera Manors', 'city': 'West Jennifer', 'state': 'VA', 'zip': '49913', 'country': 'USA'}","['SQL', 'Tableau', 'R', 'Java', 'Python']"
549,Joseph,Webster,andersonrichard@example.com,(532)814-0923,2022-07-21,Operations Analyst,Operations,71500,3.0,"{'street': '134 Janet Prairie Suite 929', 'city': 'South Jonathanside', 'state': 'VT', 'zip': '24502', 'country': 'USA'}","['Python', 'R', 'Azure']"
550,Jasmine,Howard,nmurray@example.org,954.426.9590x287,2017-11-13,HR Director,HR,93602,42.0,"{'street': '8347 Gabrielle Common Suite 538', 'city': 'Michaelfurt', 'state': 'OK', 'zip': '39273', 'country': 'USA'}","['Tableau', 'SQL', 'Kubernetes', 'Hadoop']"
551,Tanya,Marks,thomas13@example.com,388.390.4267,2017-01-30,Support Manager,Customer Support,79899,3.0,"{'street': '66755 Christina Vista', 'city': 'East Stephaniechester', 'state': 'LA', 'zip': '16758', 'country': 'USA'}","['Spark', 'AWS', 'Azure']"
552,John,Tate,kdiaz@example.net,(519)457-5774x68743,2024-06-27,Sales Analyst,Sales,80535,21.0,"{'street': '2808 Rose Neck', 'city': 'East Brianfurt', 'state': 'AL', 'zip': '17145', 'country': 'USA'}","['Scala', 'Docker', 'Azure', 'Python', 'R']"
553,Grant,Ferguson,millerjoanne@example.org,001-828-896-1548x9265,2018-02-19,HR Manager,HR,87061,45.0,"{'street': '9787 Paula Street Apt. 052', 'city': 'West Chad', 'state': 'IA', 'zip': '01246', 'country': 'USA'}","['Scala', 'PowerBI', 'SQL', 'Docker']"
554,Derek,Blackwell,zmann@example.net,285.989.0172x78962,2016-10-13,SEO Specialist,Marketing,97282,1.0,"{'street': '0479 Kathy Forest Apt. 507', 'city': 'East Virginia', 'state': 'MA', 'zip': '45149', 'country': 'USA'}","['PowerBI', 'Spark', 'Docker', 'SQL', 'R']"
555,Abigail,Bailey,lisapace@example.net,+1-314-848-3409x1070,2019-11-12,IT Support,IT,104048,28.0,"{'street': '2632 Donald Knolls Apt. 378', 'city': 'Kimview', 'state': 'IN', 'zip': '35138', 'country': 'USA'}","['Tableau', 'PowerBI']"
556,Christopher,Scott,charleskane@example.net,+1-767-740-2372x363,2018-04-19,Business Development,Sales,95788,35.0,"{'street': '75006 Robert Streets Apt. 726', 'city': 'East Gloria', 'state': 'NJ', 'zip': '37178', 'country': 'USA'}","['Kubernetes', 'Hadoop', 'Scala']"
557,Christine,Wallace,ortizheidi@example.net,742-712-6236x6394,2018-08-10,Talent Acquisition,HR,76455,31.0,"{'street': '1732 Taylor Throughway', 'city': 'Zacharyborough', 'state': 'WI', 'zip': '64117', 'country': 'USA'}","['Docker', 'AWS']"
558,Brandon,George,daltonandrade@example.org,9583012542,2016-05-14,Sales Representative,Sales,94898,5.0,"{'street': '5735 Stephanie Grove Suite 315', 'city': 'Shellyside', 'state': 'SC', 'zip': '81073', 'country': 'USA'}","['Excel', 'Python', 'Azure', 'GCP', 'Java']"
559,Bryce,Stevenson,mcdowellmichael@example.org,389.217.6636,2024-07-06,Talent Acquisition,HR,72701,39.0,"{'street': '61113 Mclaughlin Ville', 'city': 'South Anthony', 'state': 'ND', 'zip': '03349', 'country': 'USA'}","['Docker', 'Excel', 'Java', 'Kubernetes', 'AWS']"
560,Maria,Hunter,james30@example.net,226.979.6558x8860,2019-02-10,Sales Manager,Sales,100754,41.0,"{'street': '10863 Norman Isle', 'city': 'Lake Jacob', 'state': 'ME', 'zip': '93495', 'country': 'USA'}","['Spark', 'R', 'AWS', 'Docker', 'Hadoop']"
561,Alison,Stone,hilljason@example.net,369-861-0040,2021-01-21,HR Director,HR,73976,20.0,"{'street': '8526 Henry Rapid Apt. 776', 'city': 'Ericaport', 'state': 'IN', 'zip': '98226', 'country': 'USA'}","['Spark', 'Scala', 'Tableau', 'AWS', 'Kubernetes']"
562,Katie,Jones,perezarthur@example.net,001-742-832-8340,2019-05-08,IT Support,IT,112502,32.0,"{'street': '85564 Walker Highway', 'city': 'Port Jamesside', 'state': 'IL', 'zip': '62260', 'country': 'USA'}","['Hadoop', 'Azure']"
563,Robert,Kim,alexandervaldez@example.org,+1-764-955-6261,2022-04-01,IT Manager,IT,95647,17.0,"{'street': '33822 Devin Bridge Suite 042', 'city': 'South John', 'state': 'NC', 'zip': '94359', 'country': 'USA'}","['PowerBI', 'SQL', 'AWS']"
564,Susan,Edwards,torresmelissa@example.net,830.937.1971x6847,2018-06-07,Financial Analyst,Finance,96469,18.0,"{'street': '24893 Ruiz Rapids Apt. 198', 'city': 'Kyleport', 'state': 'AR', 'zip': '99077', 'country': 'USA'}","['Docker', 'PowerBI', 'Hadoop', 'Tableau']"
565,Joseph,English,jkeller@example.org,876-483-7785x869,2020-04-06,Recruiter,HR,73571,25.0,"{'street': '860 Mcdonald Lodge', 'city': 'Bradleyberg', 'state': 'PW', 'zip': '95410', 'country': 'USA'}","['Tableau', 'AWS', 'Spark', 'Azure', 'Java']"
566,Catherine,Bauer,wsmith@example.net,001-652-833-5192,2017-10-28,HR Director,HR,85630,14.0,"{'street': '5340 Russell Vista Suite 557', 'city': 'Ramosfort', 'state': 'ME', 'zip': '43625', 'country': 'USA'}","['AWS', 'Python', 'GCP']"
