customer_id,first_name,last_name,email,phone,registration_date,last_activity_date,segment,total_purchases,total_spent,average_order_value,acquisition_channel,is_active,address,preferences
1888,Chase,Perry,alexis72@example.com,+1-879-668-2858,2023-05-20,2023-09-10,Regular,4,5250.85,274.54,Web Search,True,"{'street': '3918 Matthews Inlet Apt. 888', 'city': 'Lake Kennethberg', 'state': 'WY', 'zip': '58551', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': [70, 77, 34, 88]}"
1889,Susan,Taylor,fkirby@example.com,(705)805-4023x02976,2025-03-11,2025-05-17,New,1,848.55,749.84,Referral,True,"{'street': '802 Johnny Plaza', 'city': 'Gonzalezburgh', 'state': 'TN', 'zip': '22271', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Email'], 'favorite_products': [6, 58, 70, 24]}"
1890,Cindy,Contreras,robert44@example.org,8884750143,2023-10-20,2024-11-25,New,18,4880.55,396.69,Referral,True,"{'street': '8239 Erica Way Suite 501', 'city': 'Kristafort', 'state': 'AK', 'zip': '28964', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': []}"
1891,Kaitlyn,Wagner,sarahcampbell@example.com,(704)319-1875,2025-01-03,2025-01-17,New,1,974.32,220.81,Social Media,True,"{'street': '7463 Dennis Lodge', 'city': 'Brockhaven', 'state': 'WV', 'zip': '03712', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': []}"
1892,Joshua,Hernandez,jesus67@example.net,001-386-792-5840x289,2024-05-04,2024-08-20,Premium,1,1799.6,152.43,Direct,True,"{'street': '460 Rodriguez Forges Suite 128', 'city': 'Bowenmouth', 'state': 'AS', 'zip': '40839', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [74]}"
1893,Thomas,Parks,riley93@example.org,908.603.0363x257,2022-08-10,2023-05-17,New,14,3115.16,191.93,Advertisement,True,"{'street': '5521 Dodson Rapid Apt. 014', 'city': 'East Rebecca', 'state': 'HI', 'zip': '26870', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Email', 'Mail', 'Phone'], 'favorite_products': []}"
1894,Mackenzie,Smith,shahjohn@example.com,898-944-3696,2021-06-22,2021-11-07,New,35,3383.88,93.09,Direct,False,"{'street': '14668 Yang Loop', 'city': 'New Courtney', 'state': 'WV', 'zip': '01454', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'SMS', 'Email'], 'favorite_products': [45, 22]}"
1895,Logan,Hooper,ubrown@example.net,+1-421-517-6083x732,2021-12-19,2022-06-21,New,11,7586.37,380.96,Web Search,True,"{'street': '53294 Morris Turnpike Apt. 854', 'city': 'Lake Charles', 'state': 'AR', 'zip': '25569', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'SMS'], 'favorite_products': [39, 61]}"
1896,Rebecca,Manning,robert30@example.org,691-751-9179,2022-11-23,2022-12-20,Premium,14,2039.46,201.63,Referral,False,"{'street': '2834 William Square Suite 147', 'city': 'New Dustin', 'state': 'HI', 'zip': '99766', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [26, 48, 40, 64]}"
1897,Clayton,Swanson,jennifermolina@example.org,(914)970-3734x63256,2020-10-09,2022-03-21,Premium,28,12646.51,326.5,Social Media,True,"{'street': '83532 Martin Plain', 'city': 'West Steven', 'state': 'WY', 'zip': '01455', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Furniture'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [64]}"
1898,Anna,Lee,kevin00@example.org,228.302.6846x49293,2025-05-10,2025-05-14,Regular,0,53.74,53.74,Web Search,True,"{'street': '546 Hogan Via', 'city': 'Patriciatown', 'state': 'MP', 'zip': '89528', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': [74]}"
1899,Nancy,Li,zgarza@example.net,326.273.7574,2023-06-29,2024-10-02,New,16,6565.05,353.98,Social Media,True,"{'street': '852 Jesse Circle Suite 843', 'city': 'Rowebury', 'state': 'OK', 'zip': '11712', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Clothing'], 'communication_preferences': ['Email', 'SMS', 'Mail'], 'favorite_products': [58, 99]}"
1900,Chelsea,Reid,kimberly06@example.net,332.449.8582x61014,2020-08-05,2020-09-14,Regular,9,14051.13,2044.84,Web Search,True,"{'street': '6695 Lucas Road', 'city': 'North Robert', 'state': 'SC', 'zip': '78549', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Phone', 'Mail', 'SMS'], 'favorite_products': []}"
1901,Stephanie,Peters,samantha39@example.org,766.818.5867x8542,2023-11-23,2024-09-26,Regular,7,697.5,76.27,Referral,True,"{'street': '822 Rowe Mountains Apt. 201', 'city': 'Jacksonborough', 'state': 'HI', 'zip': '45996', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [29, 27, 98]}"
1902,Audrey,Young,sierrawilson@example.com,(766)382-9091x106,2025-01-16,2025-04-27,New,0,890.09,427.82,Web Search,True,"{'street': '743 Catherine Tunnel', 'city': 'Johnmouth', 'state': 'FL', 'zip': '36476', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': [85]}"
1903,Lisa,Webster,smurphy@example.com,001-934-260-8835,2021-09-17,2023-08-19,New,38,4138.09,244.63,Direct,True,"{'street': '9807 Louis Highway Suite 934', 'city': 'Robertfurt', 'state': 'OH', 'zip': '08681', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [45]}"
1904,Ryan,Turner,michellecox@example.com,871.857.7711,2021-08-19,2023-11-20,Regular,11,3093.61,92.93,Partner,False,"{'street': '88824 Jennifer Port Suite 103', 'city': 'Grayport', 'state': 'MI', 'zip': '45177', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [2, 41, 12, 52]}"
1905,Frank,Edwards,toddmoore@example.org,749-396-1064x661,2021-10-01,2023-09-02,Regular,11,15719.94,583.01,Partner,True,"{'street': '87426 Mason Cliff', 'city': 'Port Stephaniechester', 'state': 'SD', 'zip': '36905', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': []}"
1906,Dawn,Rojas,byrdtabitha@example.org,+1-255-268-5887,2024-07-30,2025-04-18,New,6,1294.9,204.26,Web Search,True,"{'street': '97019 Kennedy Drives', 'city': 'Wilsonberg', 'state': 'PW', 'zip': '77674', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Appliances'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [3, 14, 76, 39, 70]}"
1907,Laura,Shaffer,katherinepeterson@example.com,380.472.8986x11174,2024-09-18,2025-04-24,Premium,5,2103.05,322.37,Referral,True,"{'street': '5505 Crosby Unions Apt. 070', 'city': 'Steelehaven', 'state': 'MO', 'zip': '45342', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': [34, 54, 99, 73]}"
1908,Rebecca,Thompson,steve57@example.com,(755)593-3576,2024-01-22,2025-05-13,Regular,11,4696.85,1037.52,Web Search,True,"{'street': '724 Charles Roads', 'city': 'Williamsport', 'state': 'NJ', 'zip': '03876', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Mail', 'Phone', 'Email'], 'favorite_products': []}"
1909,Rebecca,Kramer,melissaberry@example.net,+1-340-233-5774x221,2021-06-04,2024-04-30,VIP,32,6809.17,921.17,Direct,True,"{'street': '6395 Tammy Pine', 'city': 'East Nicoleville', 'state': 'MP', 'zip': '73235', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances', 'Clothing'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [32]}"
1910,Christine,Hardy,clarkanthony@example.net,200-376-7864x32548,2020-05-31,2022-02-24,Regular,42,18093.89,378.75,Web Search,True,"{'street': '703 Gordon Shores', 'city': 'Joneston', 'state': 'DE', 'zip': '28045', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [73, 86, 4, 18]}"
1911,Linda,Harris,alejandra66@example.com,914.991.4890,2021-05-16,2023-02-07,Premium,12,3133.87,104.08,Partner,True,"{'street': '57483 Johnson Path Suite 692', 'city': 'Courtneyhaven', 'state': 'MA', 'zip': '11770', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [99, 43]}"
1912,Kathryn,Bennett,christophergriffith@example.net,+1-282-890-5870x10956,2022-06-10,2024-04-25,Premium,21,3552.78,167.09,Referral,True,"{'street': '603 Blair Parks', 'city': 'Lorettaview', 'state': 'OR', 'zip': '76640', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Email', 'Phone', 'SMS'], 'favorite_products': []}"
1913,James,Choi,kathy15@example.org,(883)246-6345x476,2023-03-15,2023-11-27,Regular,6,10297.15,1018.77,Web Search,False,"{'street': '843 Mitchell Islands Apt. 632', 'city': 'New Samanthaview', 'state': 'NE', 'zip': '96682', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
1914,William,Johnson,ccarroll@example.com,213-846-4637x735,2020-07-18,2021-04-20,New,26,11119.02,267.83,Referral,True,"{'street': '59314 Daniel Dam', 'city': 'East Andreaborough', 'state': 'IN', 'zip': '75804', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Furniture'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': [80, 75, 88]}"
1915,Andre,Reese,robert92@example.org,730-301-8780x031,2021-07-29,2022-04-13,Regular,40,654.7,15.46,Advertisement,True,"{'street': '0367 Samantha Burgs Apt. 098', 'city': 'Bakerport', 'state': 'OK', 'zip': '60233', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'SMS'], 'favorite_products': [44, 74, 26, 22, 36]}"
1916,Kathryn,Stafford,jrichardson@example.com,+1-966-635-8786,2024-08-12,2024-11-19,New,7,3073.93,353.32,Direct,True,"{'street': '6266 Laura Club Apt. 382', 'city': 'Lake Lance', 'state': 'SD', 'zip': '30203', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [56, 30, 5, 49, 88]}"
1917,Gloria,Miller,lukelogan@example.net,252.348.0767,2021-01-10,2025-03-12,VIP,36,21357.76,2072.76,Advertisement,True,"{'street': '96815 Smith Plains Apt. 648', 'city': 'East Phillip', 'state': 'AZ', 'zip': '91597', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing', 'Furniture'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [42, 55, 14]}"
1918,Mitchell,Brown,laceymitchell@example.org,001-753-843-3860x7928,2024-05-12,2025-05-02,Regular,4,5818.43,507.3,Referral,True,"{'street': '4901 Sharon Ferry Apt. 896', 'city': 'West Brandyhaven', 'state': 'DC', 'zip': '16324', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': [72, 85, 68, 23, 10]}"
1919,Robert,Williams,david04@example.org,897-986-4456x6385,2023-10-18,2024-09-11,New,6,4042.69,305.87,Direct,False,"{'street': '62054 Davis Corners Apt. 209', 'city': 'Port Gregorybury', 'state': 'CA', 'zip': '16463', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Email', 'Phone'], 'favorite_products': [90]}"
1920,Nathaniel,Allen,peter58@example.org,001-931-925-0886x858,2024-06-28,2024-07-10,Regular,10,2041.57,362.71,Social Media,True,"{'street': '70576 Wilkinson Alley Suite 313', 'city': 'Pachecotown', 'state': 'CO', 'zip': '79294', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['SMS', 'Email'], 'favorite_products': [22, 58, 97, 13]}"
1921,Mark,Pena,katelynnguyen@example.com,268.770.7916,2021-01-26,2022-01-02,Regular,38,17114.52,2871.06,Advertisement,True,"{'street': '4433 Smith Flat', 'city': 'Valenciaburgh', 'state': 'SC', 'zip': '32621', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [3]}"
1922,Daniel,Wilson,kristaroberts@example.com,807-549-9018x65572,2021-08-15,2022-08-02,Premium,30,6031.93,158.53,Advertisement,True,"{'street': '133 Weiss Burg Apt. 526', 'city': 'Brooksborough', 'state': 'VT', 'zip': '39201', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture', 'Electronics'], 'communication_preferences': ['SMS', 'Email', 'Mail'], 'favorite_products': [70, 52]}"
1923,Michelle,Chavez,tylergreen@example.org,947.951.5729,2022-12-18,2023-01-03,Regular,24,5158.51,730.72,Social Media,True,"{'street': '72550 Thomas Station Apt. 012', 'city': 'Benjaminfort', 'state': 'ND', 'zip': '51231', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': [44, 86, 45, 79]}"
1924,Tiffany,Mcdonald,cbauer@example.net,942.706.4387x73063,2022-10-16,2023-11-22,VIP,8,12288.37,581.19,Direct,True,"{'street': '7258 Douglas Ridges Apt. 860', 'city': 'East Heatherside', 'state': 'OK', 'zip': '26276', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Email'], 'favorite_products': [42, 19]}"
1925,Nicole,Powell,zimmermankatherine@example.com,001-643-325-2682x586,2024-01-08,2025-02-09,Regular,16,1858.09,209.23,Referral,True,"{'street': '84879 Rodriguez Crossing Suite 144', 'city': 'New Anthony', 'state': 'MI', 'zip': '45197', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Furniture'], 'communication_preferences': ['Email'], 'favorite_products': []}"
1926,Robert,Farmer,fscott@example.com,598-490-3620,2022-05-04,2024-05-23,Premium,18,14060.24,387.69,Referral,False,"{'street': '95592 Farrell Ford Apt. 931', 'city': 'Gibsonview', 'state': 'OK', 'zip': '91550', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['SMS', 'Mail', 'Phone'], 'favorite_products': [59, 39, 8, 66]}"
1927,Ashley,Nash,danielbennett@example.org,001-865-820-2821x66957,2021-04-09,2021-05-31,Premium,29,1131.1,51.26,Partner,True,"{'street': '46680 Turner Mountains', 'city': 'Lake Brenda', 'state': 'MP', 'zip': '15662', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture', 'Appliances'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [6]}"
1928,Craig,Henry,jamesholder@example.com,+1-394-688-1027x8844,2025-04-02,2025-04-17,New,1,201.58,126.33,Referral,True,"{'street': '5385 Salas Cape', 'city': 'Sanchezbury', 'state': 'NV', 'zip': '86201', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
1929,Cory,Bird,susan86@example.com,+1-296-452-7065x003,2023-06-30,2024-06-05,Premium,18,1769.55,218.35,Partner,True,"{'street': '81863 Kimberly Fork', 'city': 'Williamport', 'state': 'NJ', 'zip': '31590', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [64, 52, 97, 81]}"
1930,Rhonda,Myers,scottcobb@example.com,001-688-558-7440x0766,2020-08-29,2023-01-09,Regular,44,8316.83,153.46,Advertisement,True,"{'street': '9313 Jason Field Suite 867', 'city': 'North Luis', 'state': 'NY', 'zip': '47266', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [46]}"
1931,Michael,Mendez,nfernandez@example.net,(422)974-2669,2021-02-15,2022-09-07,Premium,25,4513.12,128.41,Advertisement,True,"{'street': '76274 Parker Curve', 'city': 'Paulbury', 'state': 'MT', 'zip': '21810', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [28]}"
1932,Courtney,Sparks,bensondenise@example.net,496-379-8190x39230,2023-04-01,2024-04-25,Regular,9,12160.6,2449.67,Advertisement,True,"{'street': '391 King Lock Suite 013', 'city': 'Brownberg', 'state': 'NH', 'zip': '88600', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [30, 43, 38]}"
1933,Larry,Beltran,jeffrey02@example.org,+1-233-924-7670x3908,2020-11-27,2024-11-11,New,23,10950.78,617.51,Referral,True,"{'street': '989 Medina Forks Apt. 282', 'city': 'Mayhaven', 'state': 'NH', 'zip': '19940', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
1934,David,King,ale@example.net,+1-203-410-7440x123,2024-09-13,2025-03-16,Premium,8,353.78,67.04,Social Media,False,"{'street': '7407 Mccormick Stream', 'city': 'Millerland', 'state': 'PA', 'zip': '33663', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [31, 28, 13, 12, 76]}"
1935,Carlos,Walton,hrogers@example.net,624.382.1662,2022-09-20,2024-08-07,Regular,24,7017.54,420.15,Partner,True,"{'street': '98880 Michael Heights Apt. 356', 'city': 'North Feliciamouth', 'state': 'DE', 'zip': '99880', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': [16, 35]}"
1936,Miranda,Dudley,colinduke@example.org,(841)750-0864x129,2024-04-24,2024-10-11,VIP,2,4225.85,570.49,Web Search,True,"{'street': '6792 Cortez Tunnel', 'city': 'Gonzalezville', 'state': 'NJ', 'zip': '87963', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture'], 'communication_preferences': ['Phone', 'Mail', 'SMS'], 'favorite_products': [79, 1]}"
1937,Lisa,Mckinney,zmeyer@example.net,(579)388-9659,2020-09-28,2023-09-20,VIP,6,22855.02,777.36,Direct,True,"{'street': '2989 Smith Throughway Suite 765', 'city': 'South Sabrina', 'state': 'AZ', 'zip': '88930', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture', 'Clothing'], 'communication_preferences': ['SMS', 'Email', 'Mail'], 'favorite_products': []}"
1938,Francis,Jackson,codycook@example.com,001-961-841-8831x04365,2021-05-25,2022-06-10,Premium,46,25399.35,664.76,Advertisement,True,"{'street': '1867 Schultz Underpass', 'city': 'Woodschester', 'state': 'MP', 'zip': '61166', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['Email'], 'favorite_products': [19, 44, 75, 38, 58]}"
1939,Robert,Garcia,jordan80@example.org,+1-808-743-7014,2022-12-30,2025-01-03,New,18,10668.44,539.73,Direct,False,"{'street': '7246 Robinson Grove Suite 017', 'city': 'Riveraberg', 'state': 'HI', 'zip': '33267', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': []}"
1940,Tim,Gamble,brenda43@example.com,557.208.5980x450,2023-05-07,2023-05-14,Regular,10,8056.04,473.16,Referral,True,"{'street': '41938 Nicholas Center', 'city': 'Lake Amanda', 'state': 'IA', 'zip': '99118', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [33, 63, 58, 5, 25]}"
1941,Isaac,Carr,saramoore@example.com,+1-927-589-8621x0615,2020-11-22,2023-09-21,Regular,30,11400.17,387.47,Advertisement,True,"{'street': '8996 Melissa Throughway Suite 201', 'city': 'Lake Cory', 'state': 'RI', 'zip': '23417', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture', 'Electronics'], 'communication_preferences': ['Phone'], 'favorite_products': []}"
1942,John,Flores,bakerjeremy@example.com,801-886-6043,2020-10-13,2024-05-23,Premium,35,1598.18,35.34,Web Search,True,"{'street': '8929 Moore Port', 'city': 'Robertchester', 'state': 'ID', 'zip': '69392', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['Phone', 'SMS'], 'favorite_products': [43, 20]}"
1943,Russell,George,williamhawkins@example.net,+1-477-816-5876x50902,2022-06-23,2024-03-28,Regular,34,12776.79,3059.5,Partner,True,"{'street': '632 Smith Route', 'city': 'Port James', 'state': 'UT', 'zip': '84516', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': [54, 25]}"
1944,Shawn,Oneal,khuffman@example.com,7405459137,2023-03-01,2024-05-12,Regular,9,4176.06,634.99,Partner,True,"{'street': '23007 Andrew Stream', 'city': 'West Stephenshire', 'state': 'DE', 'zip': '86600', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': []}"
1945,Sean,Russo,stevencopeland@example.org,+1-278-273-5197x86841,2024-03-05,2024-09-30,Regular,1,1108.57,148.72,Social Media,True,"{'street': '26393 Glenda Loaf Apt. 446', 'city': 'Johnborough', 'state': 'PR', 'zip': '19668', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Email', 'Mail', 'Phone'], 'favorite_products': [28]}"
1946,Patricia,Thompson,rebeccabell@example.com,886.669.8209,2022-03-09,2025-03-18,Premium,32,5477.22,222.87,Direct,True,"{'street': '1195 Jacob Corner', 'city': 'Lake Samuelfurt', 'state': 'IL', 'zip': '24365', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail'], 'favorite_products': [11, 94]}"
1947,Zoe,Thompson,charles09@example.org,362-887-4703x9955,2025-01-27,2025-03-31,Premium,2,572.64,176.89,Direct,True,"{'street': '063 Wheeler Manors', 'city': 'South Mary', 'state': 'NV', 'zip': '94059', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': []}"
1948,Craig,Miller,paulmann@example.net,(431)856-0067x894,2021-06-28,2021-10-15,Regular,9,1628.84,36.91,Partner,True,"{'street': '1215 Lisa Dam Suite 641', 'city': 'Brandonbury', 'state': 'SC', 'zip': '26646', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [66]}"
1949,Alejandra,Perez,conniesims@example.org,919.800.3693,2021-12-29,2024-09-09,VIP,15,6979.44,182.48,Social Media,True,"{'street': '156 Gina Corner Apt. 679', 'city': 'West Robert', 'state': 'NV', 'zip': '88954', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [45, 20]}"
1950,Chase,Turner,annefisher@example.com,(205)965-5783x76955,2021-02-23,2025-02-20,New,9,10592.46,399.78,Social Media,False,"{'street': '4548 Adam Stream Apt. 534', 'city': 'Toniburgh', 'state': 'KY', 'zip': '87017', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Furniture'], 'communication_preferences': ['Phone', 'SMS', 'Mail'], 'favorite_products': [7, 60, 35]}"
1951,Barbara,Jordan,williamssheila@example.net,957.360.2356x38530,2021-06-20,2022-05-13,Premium,44,19167.21,1654.2,Advertisement,True,"{'street': '5919 Nicole Inlet', 'city': 'Woodborough', 'state': 'DC', 'zip': '68361', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Electronics'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': []}"
1952,Kimberly,Ali,xpowell@example.org,(340)917-6690x658,2024-10-11,2025-05-04,New,6,1371.55,399.23,Partner,True,"{'street': '5331 Mary Grove', 'city': 'Lake Mitchelltown', 'state': 'FM', 'zip': '90412', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Phone', 'Email', 'Mail'], 'favorite_products': [55, 73, 18, 49]}"
1953,Marcus,Smith,joyce37@example.net,9937278054,2020-08-09,2023-10-23,Regular,34,10913.65,437.58,Partner,True,"{'street': '834 Rivera Corner', 'city': 'Lake Manuelfort', 'state': 'CT', 'zip': '06658', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'Mail', 'Email'], 'favorite_products': [4, 11, 48]}"
1954,Loretta,Watkins,bergermelissa@example.org,+1-430-957-3518x34462,2024-09-21,2024-11-05,Premium,2,1520.19,221.37,Social Media,True,"{'street': '682 Hansen Center', 'city': 'West Christina', 'state': 'MS', 'zip': '64261', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances'], 'communication_preferences': ['Phone', 'SMS', 'Email'], 'favorite_products': [1, 71]}"
1955,Justin,Hunt,xhenderson@example.net,001-561-396-7554,2020-08-25,2023-10-22,Regular,5,28429.26,3221.22,Partner,True,"{'street': '932 James Oval', 'city': 'Erinbury', 'state': 'WV', 'zip': '86220', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Mail', 'SMS'], 'favorite_products': [6, 2, 98]}"
1956,Melissa,Boone,jessica52@example.net,950-389-1344,2020-09-20,2020-11-12,New,20,1205.27,159.15,Web Search,True,"{'street': '752 Huynh Village Suite 734', 'city': 'New David', 'state': 'GA', 'zip': '02260', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': [96, 74, 67, 98, 86]}"
1957,Jennifer,Cross,knightlauren@example.net,+1-466-675-6989x83863,2024-04-18,2025-02-27,Regular,12,1265.87,176.69,Referral,False,"{'street': '3168 Ryan Street Suite 691', 'city': 'Johnside', 'state': 'AL', 'zip': '55542', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Clothing'], 'communication_preferences': ['SMS'], 'favorite_products': []}"
1958,Amanda,Rodriguez,clarkeronald@example.org,(666)622-7047,2022-01-15,2024-08-17,Premium,5,9716.76,628.38,Advertisement,False,"{'street': '4240 Oliver Overpass Suite 085', 'city': 'Port Dawn', 'state': 'WV', 'zip': '36027', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['SMS', 'Mail', 'Email'], 'favorite_products': []}"
1959,Nathan,Jones,xbest@example.com,471.869.7413,2023-06-07,2024-12-05,Premium,21,5302.03,267.63,Social Media,True,"{'street': '73808 Michael Harbor Apt. 703', 'city': 'West Christineland', 'state': 'AZ', 'zip': '73388', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances', 'Furniture'], 'communication_preferences': ['Email', 'Phone', 'SMS'], 'favorite_products': [62]}"
1960,Joseph,Brooks,amberfuller@example.net,(886)910-9519x966,2020-11-17,2022-07-06,VIP,10,9193.63,389.76,Social Media,True,"{'street': '382 Lloyd Village', 'city': 'Murphyshire', 'state': 'OR', 'zip': '18928', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Email'], 'favorite_products': [37, 11, 9]}"
